src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.2,149.171.126.0,4622,5190,TCP,0.68587,0.004,6000,824500,0,0,24,3298,137.416667,194.575321,0,Benign,attack,train,6,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,43446,4969,TCP,0.92951,0.07,1914.285714,795657.142857,0,1,134,55696,415.641791,531.304262,0,Benign,attack,train,6,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.4,34018,6881,TCP,0.977444,5.252,249.047982,213261.99543,8.93578,138.029865,1308,1120052,856.308869,581.585979,0,Benign,attack,train,6,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.6,46063,22,TCP,0.599398,0.009,6444.444444,1034000,0,0,58,9306,160.448276,220.689655,0,Benign,attack,train,6,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,57148,5190,TCP,0.691913,0.08,575,77900,3,10.53359,46,6232,135.478261,256.126999,0,Benign,attack,train,6,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.8,21729,16014,TCP,0.855986,0.854,16.393443,2601.873536,149,324.180726,14,2222,158.714286,246.348683,0,Benign,attack,train,6,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,55443,80,TCP,0.857914,1.008,31.746032,11757.936508,69.125,253.063079,32,11852,370.375,457.924048,0,Benign,attack,train,6,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.3,26193,6881,TCP,0.516332,0.013,2615.384615,244923.076923,0,1,34,3184,93.647059,103.100717,0,Benign,attack,train,6,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,54736,80,TCP,0.865509,1.006,29.821074,11677.932406,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,attack,train,6,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,9846,2797,TCP,0.916662,0.019,5157.894737,1868105.263158,0,0,98,35494,362.183673,501.301285,0,Benign,attack,train,6,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,7456,80,TCP,0.857914,1.44,22.222222,8230.555556,98.625,318.195866,32,11852,370.375,457.924048,0,Benign,attack,train,6,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,13534,21,TCP,0.580273,0.016,4250,270562.5,0,0,68,4329,63.661765,0,0,Benign,attack,train,6,11,0,,,NF-UNSW-NB15-v3-Benign
