src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.3,149.171.126.8,60883,111,UDP,0.354545,0.004,2000,220000,0.5,0.866025,8,880,110,64,0,Benign,attack,train,2,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,12984,5190,TCP,0.541022,0.126,365.079365,33857.142857,5,12,46,4266,92.73913,90.166827,0,Benign,attack,train,2,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.3,46707,21,TCP,0.60057,0.004,7000,438750,0,0,28,1755,62.678571,0,0,Benign,attack,train,2,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,44904,53,UDP,0.554054,0.001,4000,296000,0,0,4,296,74,0,0,Benign,attack,train,2,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.2,5194,80,TCP,0.865509,1.004,29.880478,11701.195219,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,attack,train,2,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.8,5814,6881,TCP,0.971817,0.108,2351.851852,1837222.222222,0,0.803535,254,198420,781.181102,586.785564,0,Benign,attack,train,2,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.7,47019,33735,TCP,0.940067,0.166,1024.096386,488698.795181,1,2,170,81124,477.2,558.410341,0,Benign,attack,train,2,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.4,27331,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,attack,train,2,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,30827,21,TCP,0.579318,0.01,5600,354900,0,0,56,3549,63.375,0,0,Benign,attack,train,2,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.5,29141,21,TCP,0.588423,0.009,4444.444444,278333.333333,0,0,40,2505,62.625,0,0,Benign,attack,train,2,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,46257,52428,TCP,0.931488,0.035,3485.714286,1500457.142857,0,0,122,52516,430.459016,531.119259,0,Benign,attack,train,2,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,49400,49019,TCP,0.910746,0.027,3481.481481,1184296.296296,0,0,94,31976,340.170213,493.162506,0,Benign,attack,train,2,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.7,64922,65367,TCP,0.925824,0.13,876.923077,351553.846154,1.508772,2.061534,114,45702,400.894737,520.76928,0,Benign,attack,train,2,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,59562,21,TCP,0.575752,3.55,24.788732,1582.253521,76.954545,187.584127,88,5617,63.829545,0,0,Benign,attack,train,2,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.7,26770,64933,TCP,0.90945,0.022,4090.909091,1380454.545455,0,0,90,30370,337.444444,485.337324,0,Benign,attack,train,2,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,56322,6881,TCP,0.516332,0.018,1888.888889,176888.888889,0,1,34,3184,93.647059,103.100717,0,Benign,attack,train,2,15,0,,,NF-UNSW-NB15-v3-Benign
