src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.5,149.171.126.9,32710,31420,TCP,0.364608,0.005,7200,1347200,0,0,36,6736,187.111111,269.129421,0,Benign,attack,train,3,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.7,38881,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,attack,train,3,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.3,3537,60621,UDP,0.361905,0.001,8000,840000,0,0,8,840,105,55.425626,0,Benign,attack,train,3,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.4,28081,21,TCP,0.580273,2.802,24.26838,1544.96788,77.455882,125.524656,68,4329,63.661765,0,0,Benign,attack,train,3,3,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.15,175.45.176.3,47439,53,UDP,0,0.001,1000,132000,0,0,1,132,132,0,0,Benign,attack,train,3,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.2,55814,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,attack,train,3,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.7,57426,53,UDP,0.554054,0.001,4000,296000,0,0,4,296,74,0,0,Benign,attack,train,3,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.0,31123,42035,TCP,0.034602,0.491,40.733198,18835.03055,79,121.507201,20,9248,462.4,552.200371,0,Benign,attack,train,3,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,34294,40880,TCP,0.887967,0.021,4000,1124666.666667,0,0,84,23618,281.166667,449.076985,0,Benign,attack,train,3,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,29917,5190,TCP,0.594909,1.505,139.534884,17698.33887,14,32,210,26636,126.838095,193.271398,0,Benign,attack,train,3,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.6,6566,21,TCP,0.583417,1.021,47.012733,2941.234084,52.4375,144.45305,48,3003,62.5625,0,0,Benign,attack,train,3,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.0,36380,6881,TCP,0.971308,1.07,239.252336,185536.448598,9.203125,20.790758,256,198524,775.484375,587.04074,0,Benign,attack,train,3,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,4610,21,TCP,0.579318,0.209,267.942584,16980.861244,5.482143,13.50065,56,3549,63.375,0,0,Benign,attack,train,3,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,10557,21,TCP,0.583417,0.009,5333.333333,333666.666667,0,0,48,3003,62.5625,0,0,Benign,attack,train,3,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.2,57614,21,TCP,0.580273,1.311,51.868802,3302.059497,34.485294,72.993653,68,4329,63.661765,0,0,Benign,attack,train,3,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,30453,65063,TCP,0.856887,0.002,7000,1118000,0,0,14,2236,159.714286,246.348683,0,Benign,attack,train,3,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.6,5945,21,TCP,0.579318,0.011,5090.909091,322636.363636,0,0,56,3549,63.375,0,0,Benign,attack,train,3,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,27003,21,TCP,0.579318,0.249,224.899598,14253.012048,11.482143,28.004458,56,3549,63.375,0,0,Benign,attack,train,3,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,56805,33134,TCP,0.925207,0.031,3935.483871,1558709.677419,0,0,122,48320,396.065574,514.506271,0,Benign,attack,train,3,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,40900,6881,TCP,0.957735,0.047,2255.319149,1437744.680851,0,1,106,67574,637.490566,571.924823,0,Benign,attack,train,3,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,38538,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,attack,train,3,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,12680,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,attack,train,3,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,58870,80,TCP,0.441335,0.003,6000,619333.333333,0,0,18,1858,103.222222,103.539341,0,Benign,attack,train,3,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,9611,25,TCP,0.080357,0.021,4380.952381,1941333.333333,0,0.751809,92,40768,443.130435,525.679594,0,Benign,attack,train,3,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,22188,21,TCP,0.580273,0.023,2956.521739,188217.391304,0,1,68,4329,63.661765,0,0,Benign,attack,train,3,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,21281,6881,TCP,0.516332,0.313,108.626198,10172.523962,19.058824,37.546004,34,3184,93.647059,103.100717,0,Benign,attack,train,3,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.9,17843,53,UDP,0.549383,0.002,2000,162000,0,0,4,324,81,0,0,Benign,attack,train,3,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.2,14787,21,TCP,0.580176,0.018,3777.777778,240444.444444,0,1,68,4328,63.647059,0,0,Benign,attack,train,3,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,1915,55553,TCP,0.909777,0.019,4736.842105,1604210.526316,0,0,90,30480,338.666667,485.337324,0,Benign,attack,train,3,28,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.4,59785,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,attack,train,3,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,50650,20284,TCP,0.945661,0.047,4127.659574,2148042.553191,0,0,194,100958,520.402062,568.27162,0,Benign,attack,train,3,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,10315,21,TCP,0.955446,0.001,4000,202000,0,0,4,202,50.5,0,0,Benign,attack,train,3,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,6680,21,TCP,0.60057,2.324,12.048193,755.163511,130.714286,274.893337,28,1755,62.678571,0,0,Benign,attack,train,3,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.1,53449,6881,TCP,0.975685,2.076,325.626204,270654.142582,6.591716,87.042271,676,561878,831.180473,583.9636,0,Benign,attack,train,3,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,19798,80,TCP,0.857914,1.065,30.046948,11128.638498,72.6875,263.647188,32,11852,370.375,457.924048,0,Benign,attack,train,3,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.1,43585,10112,TCP,0.851583,0.033,2242.424242,476545.454545,0,2,74,15726,212.513514,374.759626,0,Benign,attack,train,3,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,54598,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,attack,train,3,36,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.9,31084,111,UDP,0.36036,0.005,1600,177600,1,1,8,888,111,64,0,Benign,attack,train,3,37,0,,,NF-UNSW-NB15-v3-Benign
