src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.9,149.171.126.0,17177,6881,TCP,0.977353,3.936,332.825203,284592.479675,6.619847,112.452571,1310,1120156,855.080916,581.755119,0,Benign,attack,train,5,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.2,6984,111,UDP,0.354545,0.004,2000,220000,1,1,8,880,110,64,0,Benign,attack,train,5,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,35768,12309,TCP,0.92072,0.019,5578.947368,2112421.052632,0,0,106,40136,378.641509,507.76448,0,Benign,attack,train,5,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.8,49084,21,TCP,0.583139,0.174,275.862069,17247.126437,5.479167,13.497669,48,3001,62.520833,0,0,Benign,attack,train,5,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.4,42882,6443,TCP,0.894714,0.02,3900,1157800,0,1,78,23156,296.871795,462.430477,0,Benign,attack,train,5,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.7,39344,80,TCP,0.984413,14.494,73.685663,76247.136746,36.462547,51.486421,1068,1105126,1034.762172,557.773043,0,Benign,attack,train,5,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,32843,80,TCP,0.857914,1.004,31.87251,11804.780876,68.6875,253.081069,32,11852,370.375,457.924048,0,Benign,attack,train,5,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.4,52206,51749,UDP,0.368932,0.001,8000,824000,0,0,8,824,103,55.425626,0,Benign,attack,train,5,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,63809,35762,TCP,0.916266,0.023,4260.869565,1535913.043478,0,0,98,35326,360.469388,501.301285,0,Benign,attack,train,5,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,31706,47327,TCP,0.034602,0.222,90.09009,41657.657658,35.6,62.783278,20,9248,462.4,552.200371,0,Benign,attack,train,5,9,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.15,175.45.176.3,47439,53,UDP,0,0.001,1000,132000,0,0,1,132,132,0,0,Benign,attack,train,5,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,34752,14270,UDP,0.361905,0.001,8000,840000,0,0,8,840,105,55.425626,0,Benign,attack,train,5,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,8731,8116,TCP,0.932637,0.025,4880,2146000,0,0,122,53650,439.754098,549.575916,0,Benign,attack,train,5,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,29393,6881,TCP,0.977247,10.42,136.660269,116639.731286,16.530899,245.473182,1424,1215386,853.501404,582.008819,0,Benign,attack,train,5,13,0,,,NF-UNSW-NB15-v3-Benign
