src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.3,149.171.126.9,13651,11655,TCP,0.875666,0.013,5692.307692,1444000,0,0,74,18772,253.675676,420.166387,0,Benign,normal,train,5,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.3,18058,21,TCP,0.575752,0.022,4000,255318.181818,0,0,88,5617,63.829545,0,0,Benign,normal,train,5,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,3614,2116,TCP,0.421687,0.369,157.181572,19794.03794,12.517241,17.007343,58,7304,125.931034,141.688946,0,Benign,normal,train,5,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,37264,35606,UDP,0.365385,0.069,115.942029,12057.971014,18,25.039968,8,832,104,55.425626,0,Benign,normal,train,5,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,4459,54666,TCP,0.91477,0.02,4900,1744700,0,0,98,34894,356.061224,491.046386,0,Benign,normal,train,5,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,24908,23713,TCP,0.395277,0.842,68.88361,9254.15677,29.034483,49.054848,58,7792,134.344828,141.688946,0,Benign,normal,train,5,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,1386,32283,UDP,0.368932,0.001,8000,824000,0,0,8,824,103,55.425626,0,Benign,normal,train,5,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,55576,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,5,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.2,1634,22,TCP,0.599398,0.528,109.848485,17625,18.206897,33.746907,58,9306,160.448276,220.689655,0,Benign,normal,train,5,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,35346,21,TCP,0.579318,0.01,5600,354900,0,0,56,3549,63.375,0,0,Benign,normal,train,5,9,0,,,NF-UNSW-NB15-v3-Benign
