src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.5,149.171.126.9,16192,25,TCP,0.081947,0.072,1333.333333,572861.111111,1,3.278719,96,41246,429.645833,518.670329,0,Benign,normal,train,6,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.6,60228,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,6,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,4593,5190,TCP,0.540338,0.004,9000,799500,0,0,36,3198,88.833333,77.328225,0,Benign,normal,train,6,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,60072,64918,TCP,0.370773,0.004,9000,1656000,0,0,36,6624,184,163.710072,0,Benign,normal,train,6,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.9,29328,6881,TCP,0.516332,0.477,71.278826,6675.052411,29.117647,51.039065,34,3184,93.647059,103.100717,0,Benign,normal,train,6,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.1,22081,21,TCP,0.588423,0.573,69.808028,4371.727749,23.95,65.965123,40,2505,62.625,0,0,Benign,normal,train,6,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,31762,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,6,6,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.14,175.45.176.1,1043,53,UDP,0,0.001,1000,132000,0,0,1,132,132,0,0,Benign,normal,train,6,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,21342,62788,TCP,0.891904,0.012,6500,1879500,0,0,78,22554,289.153846,462.430477,0,Benign,normal,train,6,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,18647,17230,TCP,0.37123,0.129,310.077519,53457.364341,6,21,40,6896,172.4,159.487178,0,Benign,normal,train,6,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,39216,42035,TCP,0.034602,1.639,12.202563,5642.464918,266.4,436.698798,20,9248,462.4,552.200371,0,Benign,normal,train,6,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,41536,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,6,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.6,48864,80,TCP,0.865509,1.007,29.79146,11666.33565,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,normal,train,6,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.4,14316,5572,UDP,0.358491,0.001,8000,848000,0,0,8,848,106,55.425626,0,Benign,normal,train,6,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.5,47989,49296,UDP,0.365385,0.001,8000,832000,0,0,8,832,104,55.425626,0,Benign,normal,train,6,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,50098,46795,TCP,0.89696,0.032,2562.5,770937.5,0,1,82,24670,300.853659,458.595034,0,Benign,normal,train,6,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,59362,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,6,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.1,50833,13531,TCP,0.954152,0.004,5000,2312000,0,0,20,9248,462.4,552.200371,0,Benign,normal,train,6,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.3,51629,21,TCP,0.955446,0.001,4000,202000,0,0,4,202,50.5,0,0,Benign,normal,train,6,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,39196,31650,UDP,0.361905,0.036,222.222222,23333.333333,6.5,9.069179,8,840,105,55.425626,0,Benign,normal,train,6,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.1,59598,111,UDP,0.36036,0.004,2000,222000,1,1,8,888,111,64,0,Benign,normal,train,6,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,6170,48261,TCP,0.865663,0.012,5833.333333,1383333.333333,0,0,70,16600,237.142857,393.949633,0,Benign,normal,train,6,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.1,9719,21,TCP,0.583417,0.519,92.485549,5786.127168,25.958333,39.494967,48,3003,62.5625,0,0,Benign,normal,train,6,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,11520,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,6,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.9,42532,21,TCP,0.575752,0.255,345.098039,22027.45098,4.488636,25.797945,88,5617,63.829545,0,0,Benign,normal,train,6,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.7,63677,111,UDP,0.348624,0.145,55.172414,6013.793103,41,57.589061,8,872,109,64,0,Benign,normal,train,6,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,63920,36112,TCP,0.392857,0.348,166.666667,22528.735632,11.517241,19.530031,58,7840,135.172414,141.688946,0,Benign,normal,train,6,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.4,36626,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,6,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.9,43832,53,UDP,0.554054,0.001,4000,296000,0,0,4,296,74,0,0,Benign,normal,train,6,28,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,56562,18046,TCP,0.933503,0.091,1472.527473,648791.208791,1,1,134,59040,440.597015,534.867101,0,Benign,normal,train,6,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.0,36865,34957,TCP,0.898214,0.05,1640,499480,0.512195,1.117967,82,24974,304.560976,457.501352,0,Benign,normal,train,6,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,25488,13742,TCP,0.894714,0.011,7090.909091,2105090.909091,0,0,78,23156,296.871795,462.430477,0,Benign,normal,train,6,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.5,44688,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,6,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,19791,44254,UDP,0.361905,0.001,8000,840000,0,0,8,840,105,55.425626,0,Benign,normal,train,6,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,47280,31732,TCP,0.894048,0.011,7454.545455,2181090.909091,0,0,82,23992,292.585366,452.555405,0,Benign,normal,train,6,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,12785,21,TCP,0.609261,0.057,350.877193,21596.491228,27.9,87.911262,20,1231,61.55,0,0,Benign,normal,train,6,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,47585,80,TCP,0.865509,1.004,29.880478,11701.195219,77.8,267.261969,30,11748,391.6,466.754754,0,Benign,normal,train,6,36,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.4,1360,111,UDP,0.348624,0.004,2000,218000,0.5,0.866025,8,872,109,64,0,Benign,normal,train,6,37,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,54550,6881,TCP,0.516332,0.017,2000,187294.117647,0,1,34,3184,93.647059,103.100717,0,Benign,normal,train,6,38,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,29700,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,6,39,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,36619,21,TCP,0.955446,0.011,363.636364,18363.636364,8.75,13.064743,4,202,50.5,0,0,Benign,normal,train,6,40,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.7,27780,55453,TCP,0.906252,0.019,4736.842105,1543894.736842,0,0,90,29334,325.933333,480.945918,0,Benign,normal,train,6,41,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,45898,21,TCP,0.580273,1.22,55.737705,3548.360656,32.970588,84.091682,68,4329,63.661765,0,0,Benign,normal,train,6,42,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,48567,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,6,43,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,1646,59430,TCP,0.931086,0.047,2765.957447,1175063.829787,0,1,130,55228,424.830769,537.223247,0,Benign,normal,train,6,44,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.5,5501,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,6,45,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.2,61845,21,TCP,0.609261,0.068,294.117647,18102.941176,9.9,18.483506,20,1231,61.55,0,0,Benign,normal,train,6,46,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,41221,5190,TCP,0.691913,0.007,6571.428571,890285.714286,0,0,46,6232,135.478261,256.126999,0,Benign,normal,train,6,47,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,31073,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,6,48,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,42663,21,TCP,0.577641,0.549,138.433515,8879.781421,12,37.651274,76,4875,64.144737,0,0,Benign,normal,train,6,49,0,,,NF-UNSW-NB15-v3-Benign
