src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.0,149.171.126.9,38871,80,TCP,0.98358,14.521,74.788238,76169.823015,34.799263,47.782409,1086,1106062,1018.473297,562.912301,0,Benign,normal,train,2,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,47493,60470,TCP,0.91628,0.023,4260.869565,1536173.913043,0,0,98,35332,360.530612,501.301285,0,Benign,normal,train,2,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,56779,111,UDP,0.348624,0.238,33.613445,3663.865546,48.5,81.897802,8,872,109,64,0,Benign,normal,train,2,2,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.12,175.45.176.0,47439,53,UDP,0,0.001,1000,132000,0,0,1,132,132,0,0,Benign,normal,train,2,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,35886,22,TCP,0.599398,0.007,8285.714286,1329428.571429,0,0,58,9306,160.448276,220.689655,0,Benign,normal,train,2,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.3,46052,25,TCP,0.080059,0.451,203.991131,90731.707317,9.695652,27.373321,92,40920,444.782609,525.679594,0,Benign,normal,train,2,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,32274,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,2,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,10030,58003,TCP,0.856115,0.106,132.075472,20981.132075,18,39.691669,14,2224,158.857143,246.348683,0,Benign,normal,train,2,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,38565,9283,TCP,0.373026,0.006,6000,1097333.333333,0,0,36,6584,182.888889,163.710072,0,Benign,normal,train,2,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.7,47421,80,TCP,0.857914,1.111,28.80288,10667.866787,76.25,252.102658,32,11852,370.375,457.924048,0,Benign,normal,train,2,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.6,26951,80,TCP,0.440514,0.025,720,74640,2.555556,5.599824,18,1866,103.666667,103.539341,0,Benign,normal,train,2,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.0,62615,21,TCP,0.588423,0.007,5714.285714,357857.142857,0,0,40,2505,62.625,0,0,Benign,normal,train,2,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.2,48296,80,TCP,0.857914,2.045,15.647922,5795.599022,140.8125,329.657155,32,11852,370.375,457.924048,0,Benign,normal,train,2,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.4,57478,55567,TCP,0.896675,0.02,4500,1338500,0,0,90,26770,297.444444,458.808303,0,Benign,normal,train,2,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.4,26262,80,TCP,0.857914,1.029,31.098154,11517.97862,70.125,252.065561,32,11852,370.375,457.924048,0,Benign,normal,train,2,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,64002,11298,TCP,0.900091,0.012,7166.666667,2207000,0,0,86,26484,307.953488,467.891308,0,Benign,normal,train,2,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.8,22241,80,TCP,0.865509,1.042,28.790787,11274.472169,80.8,271.879311,30,11748,391.6,466.754754,0,Benign,normal,train,2,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.2,43654,21,TCP,0.577641,0.542,140.221402,8994.464945,12,41.489853,76,4875,64.144737,0,0,Benign,normal,train,2,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,62908,6881,TCP,0.516332,0.013,2615.384615,244923.076923,0,1,34,3184,93.647059,103.100717,0,Benign,normal,train,2,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,55857,21,TCP,0.642466,0.05,240,14600,10.833333,14.034679,12,730,60.833333,0,0,Benign,normal,train,2,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,64683,18606,TCP,0.896862,0.017,4941.176471,1518235.294118,0,0,84,25810,307.261905,473.175455,0,Benign,normal,train,2,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,53890,111,UDP,0.354545,0.005,1600,176000,1,1,8,880,110,64,0,Benign,normal,train,2,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,56924,49012,TCP,0.854413,0.586,23.890785,3750.853242,102.428571,222.278369,14,2198,157,246.348683,0,Benign,normal,train,2,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.3,28500,54309,TCP,0.92681,0.151,807.94702,325562.913907,2,4,122,49160,402.95082,530.058081,0,Benign,normal,train,2,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.1,26269,80,TCP,0.441461,0.003,6000,620666.666667,0,0,18,1862,103.444444,103.539341,0,Benign,normal,train,2,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,19658,22742,TCP,0.926144,0.033,3454.545455,1390909.090909,0,0,114,45900,402.631579,520.76928,0,Benign,normal,train,2,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.8,19632,18235,TCP,0.407407,0.38,152.631579,19894.736842,12.517241,18.006935,58,7560,130.344828,141.688946,0,Benign,normal,train,2,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.2,14871,80,TCP,0.857914,1.163,27.515047,10190.885641,79.8125,252.52926,32,11852,370.375,457.924048,0,Benign,normal,train,2,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.0,3761,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,2,28,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.0,50725,5190,TCP,0.540338,0.004,9000,799500,0,0,36,3198,88.833333,77.328225,0,Benign,normal,train,2,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,36995,5190,TCP,0.647268,0.132,227.272727,21348.484848,8.533333,14.008886,30,2818,93.933333,79.822024,0,Benign,normal,train,2,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.4,29647,111,UDP,0.36036,0.005,1600,177600,1,1,8,888,111,64,0,Benign,normal,train,2,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,30902,5190,TCP,0.540338,0.007,5142.857143,456857.142857,0,0,36,3198,88.833333,77.328225,0,Benign,normal,train,2,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,31804,51275,TCP,0.910952,0.015,6266.666667,2136666.666667,0,0,94,32050,340.957447,492.091422,0,Benign,normal,train,2,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.1,5855,5190,TCP,0.540338,0.004,9000,799500,0,0,36,3198,88.833333,77.328225,0,Benign,normal,train,2,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.3,9313,21,TCP,0.642466,0.16,75,4562.5,93.333333,237.570808,12,730,60.833333,0,0,Benign,normal,train,2,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,34796,80,TCP,0.443366,0.004,4500,463500,0,0,18,1854,103,103.539341,0,Benign,normal,train,2,36,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.4,36181,21,TCP,0.588423,1.017,39.331367,2463.126844,41.95,112.108865,40,2505,62.625,0,0,Benign,normal,train,2,37,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,32988,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,2,38,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.7,18856,80,TCP,0.857914,1.143,27.9965,10369.20385,78.25,252.509282,32,11852,370.375,457.924048,0,Benign,normal,train,2,39,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.8,53944,3775,TCP,0.034602,0.224,89.285714,41285.714286,35.6,62.783278,20,9248,462.4,552.200371,0,Benign,normal,train,2,40,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,54921,17007,TCP,0.93694,0.039,4051.282051,1850102.564103,0,0,158,72154,456.670886,551.497647,0,Benign,normal,train,2,41,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,27674,21,TCP,0.575752,0.84,104.761905,6686.904762,16.488636,48.789551,88,5617,63.829545,0,0,Benign,normal,train,2,42,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.7,19293,48495,TCP,0.924941,0.029,3793.103448,1516965.517241,0,0,110,43992,399.927273,536.660935,0,Benign,normal,train,2,43,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,61658,65216,UDP,0.361905,0.001,8000,840000,0,0,8,840,105,55.425626,0,Benign,normal,train,2,44,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.9,56530,55058,TCP,0.413534,0.376,154.255319,19808.510638,12.517241,17.53149,58,7448,128.413793,141.688946,0,Benign,normal,train,2,45,0,,,NF-UNSW-NB15-v3-Benign
