src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.2,149.171.126.8,26887,80,TCP,0.857914,1.011,31.65183,11723.046489,69.125,253.063079,32,11852,370.375,457.924048,0,Benign,normal,train,3,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,64148,5363,TCP,0.924022,0.025,4560,1784720,0,0,114,44618,391.385965,515.619213,0,Benign,normal,train,3,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.0,34470,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,3,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,44878,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,3,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.3,56367,80,TCP,0.865509,1.005,29.850746,11689.552239,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,normal,train,3,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.2,3351,21,TCP,0.578843,0.01,5600,354500,0,0,56,3545,63.303571,0,0,Benign,normal,train,3,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,35378,41732,TCP,0.946291,0.179,1016.759777,538178.77095,1,2,182,96334,529.307692,579.317465,0,Benign,normal,train,3,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.3,3796,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,3,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.1,29675,80,TCP,0.857914,1.126,28.419183,10525.754885,76.8125,252.52926,32,11852,370.375,457.924048,0,Benign,normal,train,3,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.1,47749,143,TCP,0.661821,0.792,313.131313,29181.818182,6,12,248,23112,93.193548,132.878616,0,Benign,normal,train,3,9,0,,,NF-UNSW-NB15-v3-Benign
