src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.1,149.171.126.8,4077,12319,TCP,0.859402,0.047,297.87234,48425.531915,7.714286,16.845638,14,2276,162.571429,246.348683,0,Benign,normal,train,4,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.1,15582,13723,TCP,0.935819,0.049,2979.591837,1347591.836735,0,1,146,66032,452.273973,544.992445,0,Benign,normal,train,4,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,23484,21307,TCP,0.915054,0.023,4086.956522,1460782.608696,0,0,94,33598,357.425532,495.831965,0,Benign,normal,train,4,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,44229,62964,TCP,0.856115,0.004,3500,556000,0,0,14,2224,158.857143,246.348683,0,Benign,normal,train,4,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,24717,64553,TCP,0.909777,0.052,1730.769231,586153.846154,0.511111,1.668296,90,30480,338.666667,485.337324,0,Benign,normal,train,4,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.5,62794,21,TCP,0.575601,2.12,41.509434,2648.584906,44.488636,99.670992,88,5615,63.806818,0,0,Benign,normal,train,4,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.9,42406,21,TCP,0.575601,2.004,43.912176,2801.896208,43.488636,83.984711,88,5615,63.806818,0,0,Benign,normal,train,4,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.1,40100,10811,TCP,0.918615,0.02,5300,1954900,0,0,106,39098,368.849057,501.451187,0,Benign,normal,train,4,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,26165,21,TCP,0.583417,0.177,271.186441,16966.101695,5.479167,13.497669,48,3003,62.5625,0,0,Benign,normal,train,4,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.4,56916,21,TCP,0.588423,0.007,5714.285714,357857.142857,0,0,40,2505,62.625,0,0,Benign,normal,train,4,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,57624,17087,TCP,0.954152,1.056,18.939394,8757.575758,128,231.489093,20,9248,462.4,552.200371,0,Benign,normal,train,4,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,40014,80,TCP,0.983025,5.08,216.141732,217849.606299,11.435337,17.945574,1098,1106676,1007.901639,566.046243,0,Benign,normal,train,4,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.6,59415,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.6,1985,21,TCP,0.577641,3.098,24.531956,1573.595868,71.736842,153.284039,76,4875,64.144737,0,0,Benign,normal,train,4,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.5,58471,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,2094,80,TCP,0.441113,0.004,4500,467000,0,0.745356,18,1868,103.777778,103.539341,0,Benign,normal,train,4,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,16204,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.5,32591,21,TCP,0.580273,0.547,124.314442,7914.076782,39.485294,120.958731,68,4329,63.661765,0,0,Benign,normal,train,4,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,59490,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,4,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.6,10044,7878,TCP,0.888879,0.043,1813.953488,510232.55814,0,1,78,21940,281.282051,441.260014,0,Benign,normal,train,4,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.3,38137,143,TCP,0.656201,0.033,7515.151515,689090.909091,0,0,248,22740,91.693548,132.878616,0,Benign,normal,train,4,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,48718,21,TCP,0.57545,0.123,715.447154,45634.146341,2,11.499506,88,5613,63.784091,0,0,Benign,normal,train,4,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.9,56415,25,TCP,0.082835,0.027,3481.481481,1511259.259259,0,0,94,40804,434.085106,522.155787,0,Benign,normal,train,4,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.3,18068,37532,TCP,0.905534,0.102,843.137255,274607.843137,2,3,86,28010,325.697674,473.077077,0,Benign,normal,train,4,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,13562,21,TCP,0.577641,0.545,139.449541,8944.954128,12,38.196859,76,4875,64.144737,0,0,Benign,normal,train,4,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,37056,21,TCP,0.575752,2.019,43.585934,2782.070332,44.977273,96.222278,88,5617,63.829545,0,0,Benign,normal,train,4,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.9,2181,52634,TCP,0.916924,0.019,5157.894737,1874000,0,0,98,35606,363.326531,504.900177,0,Benign,normal,train,4,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.7,52983,31502,TCP,0.930494,0.024,5416.666667,2281583.333333,0,0,130,54758,421.215385,539.21116,0,Benign,normal,train,4,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,4306,5190,TCP,0.543377,0.363,137.741047,13019.283747,14.52,30.528177,50,4726,94.52,90.654368,0,Benign,normal,train,4,28,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.6,42463,143,TCP,0.655586,0.074,3351.351351,306513.513514,0,1,248,22682,91.459677,132.878616,0,Benign,normal,train,4,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.1,53835,29973,TCP,0.913489,0.087,1080.45977,379195.402299,1,2,94,32990,350.957447,494.684203,0,Benign,normal,train,4,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,60458,21,TCP,0.579081,0.731,76.607387,4852.257182,22.964286,61.515377,56,3547,63.339286,0,0,Benign,normal,train,4,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.8,45958,80,TCP,0.857914,1.235,25.910931,9596.761134,84.375,251.552896,32,11852,370.375,457.924048,0,Benign,normal,train,4,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,1199,143,TCP,0.655856,0.915,271.038251,24802.185792,7,14,248,22694,91.508065,132.878616,0,Benign,normal,train,4,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,26608,21,TCP,0.588423,0.584,68.493151,4289.383562,26.475,49.450221,40,2505,62.625,0,0,Benign,normal,train,4,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,9487,80,TCP,0.865509,1.218,24.630542,9645.320197,94.4,273.415142,30,11748,391.6,466.754754,0,Benign,normal,train,4,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,41144,11703,TCP,0.905475,0.055,1636.363636,532036.363636,1,1.591645,90,29262,325.133333,468.923714,0,Benign,normal,train,4,36,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.1,7601,80,TCP,0.857914,1.011,31.65183,11723.046489,69.125,253.063079,32,11852,370.375,457.924048,0,Benign,normal,train,4,37,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,14488,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,38,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,33084,21,TCP,0.583139,0.766,62.663185,3917.754569,27.958333,71.587784,48,3001,62.520833,0,0,Benign,normal,train,4,39,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.8,25958,65262,TCP,0.925207,0.138,884.057971,350144.927536,2,4,122,48320,396.065574,514.506271,0,Benign,normal,train,4,40,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.1,50765,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,41,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,11752,3827,TCP,0.919004,0.035,2742.857143,1012400,0,1,96,35434,369.104167,494.515656,0,Benign,normal,train,4,42,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.6,47275,21,TCP,0.578843,0.841,66.587396,4215.219976,26.964286,56.980562,56,3545,63.303571,0,0,Benign,normal,train,4,43,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.5,61715,60070,TCP,0.857143,0.002,7000,1120000,0,0,14,2240,160,246.348683,0,Benign,normal,train,4,44,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.9,64521,10198,TCP,0.034602,0.223,89.686099,41470.852018,35.6,62.783278,20,9248,462.4,552.200371,0,Benign,normal,train,4,45,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,24825,21,TCP,0.60057,0.625,44.8,2808,35.321429,70.322245,28,1755,62.678571,0,0,Benign,normal,train,4,46,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,47314,21,TCP,0.609261,0.056,357.142857,21982.142857,4.45,5.024689,20,1231,61.55,0,0,Benign,normal,train,4,47,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.1,62255,111,UDP,0.36036,0.005,1600,177600,1,1,8,888,111,64,0,Benign,normal,train,4,48,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,42140,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,49,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,19159,17414,TCP,0.878778,0.053,1396.226415,363283.018868,1,2,74,19254,260.189189,420.166387,0,Benign,normal,train,4,50,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.4,27820,21,TCP,0.577641,1.482,51.282051,3289.473684,33.460526,92.977281,76,4875,64.144737,0,0,Benign,normal,train,4,51,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.6,49579,21,TCP,0.577468,0.017,4470.588235,286647.058824,0,0,76,4873,64.118421,0,0,Benign,normal,train,4,52,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.2,42700,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,53,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.8,47871,60643,TCP,0.919659,0.021,5238.095238,1957142.857143,0,0,110,41100,373.636364,503.042629,0,Benign,normal,train,4,54,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.4,56516,80,TCP,0.857914,1.124,28.469751,10544.483986,76.8125,276.835741,32,11852,370.375,457.924048,0,Benign,normal,train,4,55,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,54441,61350,TCP,0.364608,0.028,1285.714286,240571.428571,1,1,36,6736,187.111111,269.129421,0,Benign,normal,train,4,56,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.9,25925,22532,TCP,0.935013,0.066,2060.606061,939575.757576,0,1,136,62012,455.970588,556.719855,0,Benign,normal,train,4,57,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.7,37710,21,TCP,0.579318,0.216,259.259259,16430.555556,6,13,56,3549,63.375,0,0,Benign,normal,train,4,58,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.7,49073,22,TCP,0.659735,4.711,143.918489,15985.141159,13.525074,27.534132,678,75306,111.070796,157.937494,0,Benign,normal,train,4,59,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.7,14060,21,TCP,0.642466,0.002,6000,365000,0,0,12,730,60.833333,0,0,Benign,normal,train,4,60,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.6,32511,21,TCP,0.577641,0.477,159.32914,10220.125786,10.486842,37.654591,76,4875,64.144737,0,0,Benign,normal,train,4,61,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,15063,6881,TCP,0.516332,0.404,84.158416,7881.188119,24.588235,43.189812,34,3184,93.647059,103.100717,0,Benign,normal,train,4,62,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,10093,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,63,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,22295,20349,TCP,0.91219,0.02,4700,1625100,0,0,94,32502,345.765957,491.782932,0,Benign,normal,train,4,64,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.9,1232,51157,TCP,0.034602,0.267,74.906367,34636.70412,43.1,66.397967,20,9248,462.4,552.200371,0,Benign,normal,train,4,65,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,14222,21,TCP,0.642466,0.002,6000,365000,0,0,12,730,60.833333,0,0,Benign,normal,train,4,66,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.1,4549,21,TCP,0.60057,0.004,7000,438750,0,0,28,1755,62.678571,0,0,Benign,normal,train,4,67,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.2,32058,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,68,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.5,28615,49652,TCP,0.954152,0.223,89.686099,41470.852018,26.6,54.488898,20,9248,462.4,552.200371,0,Benign,normal,train,4,69,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.9,63666,6274,TCP,0.954152,0.004,5000,2312000,0,0,20,9248,462.4,552.200371,0,Benign,normal,train,4,70,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.5,20554,21,TCP,0.642466,0.329,36.474164,2218.844985,29.5,64.818336,12,730,60.833333,0,0,Benign,normal,train,4,71,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.5,18370,34474,TCP,0.915429,0.028,3928.571429,1394428.571429,0,0,110,39044,354.945455,494.831309,0,Benign,normal,train,4,72,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.8,36349,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,4,73,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,43193,5190,TCP,0.691913,0.138,333.333333,45159.42029,5.521739,12.010392,46,6232,135.478261,256.126999,0,Benign,normal,train,4,74,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.4,50292,80,TCP,0.857914,1.006,31.809145,11781.312127,69.125,253.063079,32,11852,370.375,457.924048,0,Benign,normal,train,4,75,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.7,26817,21,TCP,0.575752,2.826,31.13942,1987.615004,57.465909,110.037488,88,5617,63.829545,0,0,Benign,normal,train,4,76,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,21947,21160,TCP,0.888431,0.011,7090.909091,1986545.454545,0,0,78,21852,280.153846,441.260014,0,Benign,normal,train,4,77,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.8,43181,21,TCP,0.577641,1.638,46.398046,2976.190476,41.486842,89.970974,76,4875,64.144737,0,0,Benign,normal,train,4,78,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,55774,24172,TCP,0.888879,0.015,5200,1462666.666667,0,0,78,21940,281.282051,441.260014,0,Benign,normal,train,4,79,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,5451,12378,TCP,0.034602,0.223,89.686099,41470.852018,35.6,63.005079,20,9248,462.4,552.200371,0,Benign,normal,train,4,80,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,53422,21,TCP,0.579318,0.889,62.992126,3992.125984,30.482143,63.993161,56,3549,63.375,0,0,Benign,normal,train,4,81,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,3477,21,TCP,0.579318,0.614,91.205212,5780.130293,19.482143,51.981793,56,3549,63.375,0,0,Benign,normal,train,4,82,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,7405,5298,TCP,0.93055,0.027,4814.814815,2029703.703704,0,0,130,54802,421.553846,539.21116,0,Benign,normal,train,4,83,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,16694,21,TCP,0.580273,0.637,106.750392,6795.918367,15.485294,46.531454,68,4329,63.661765,0,0,Benign,normal,train,4,84,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,44986,5190,TCP,0.546778,0.007,6571.428571,647428.571429,0,0,46,4532,98.521739,93.869233,0,Benign,normal,train,4,85,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,14706,16418,UDP,0.361905,0.001,8000,840000,0,0,8,840,105,55.425626,0,Benign,normal,train,4,86,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,19692,25,TCP,0.082778,0.026,3615.384615,1570461.538462,0,0,94,40832,434.382979,522.155787,0,Benign,normal,train,4,87,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,61977,30493,TCP,0.943541,0.003,7333.333333,3117333.333333,0,0,22,9352,425.090909,536.660935,0,Benign,normal,train,4,88,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,42262,111,UDP,0.36036,0.004,2000,222000,1,1,8,888,111,64,0,Benign,normal,train,4,89,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,59254,111,UDP,0.348624,0.344,23.255814,2534.883721,104,147.251486,8,872,109,64,0,Benign,normal,train,4,90,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,13715,21,TCP,0.588423,0.546,73.260073,4587.912088,23.475,56.965335,40,2505,62.625,0,0,Benign,normal,train,4,91,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,46482,21,TCP,0.642466,0.05,240,14600,10.25,14.077908,12,730,60.833333,0,0,Benign,normal,train,4,92,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,35150,41273,TCP,0.908468,0.057,1578.947368,527087.719298,1,2,90,30044,333.822222,485.337324,0,Benign,normal,train,4,93,0,,,NF-UNSW-NB15-v3-Benign
