src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.8,149.171.126.7,23582,6881,TCP,0.516332,0.022,1545.454545,144727.272727,1,2,34,3184,93.647059,103.100717,0,Benign,normal,train,7,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,64191,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,7,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.3,45761,42339,TCP,0.357143,0.13,307.692308,55138.461538,6,23,40,7168,179.2,259.18763,0,Benign,normal,train,7,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,29006,19140,TCP,0.914858,0.024,4083.333333,1447583.333333,0,0,98,34742,354.510204,502.78129,0,Benign,normal,train,7,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,58255,5190,TCP,0.546778,0.008,5750,566500,0,0,46,4532,98.521739,93.869233,0,Benign,normal,train,7,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.1,62766,21,TCP,0.5846,0.021,4523.809524,285095.238095,0,0,95,5987,63.021053,0,0,Benign,normal,train,7,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,59902,60075,TCP,0.897885,0.026,3230.769231,996615.384615,0,1,84,25912,308.47619,473.175455,0,Benign,normal,train,7,6,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.15,175.45.176.3,47439,53,UDP,0,0.001,1000,132000,0,0,1,132,132,0,0,Benign,normal,train,7,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,20575,21,TCP,0.580273,2.051,33.154559,2110.677718,53.970588,135.977936,68,4329,63.661765,0,0,Benign,normal,train,7,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.0,24520,21,TCP,0.60057,0.095,294.736842,18473.684211,43.392857,111.412951,28,1755,62.678571,0,0,Benign,normal,train,7,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.2,50467,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,7,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,48045,111,UDP,0.36036,0.005,1600,177600,1,1,8,888,111,64,0,Benign,normal,train,7,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.6,36192,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,7,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,48318,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,7,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,60003,20859,TCP,0.382704,0.4,145,20120,13.517241,21.005944,58,8048,138.758621,223.973998,0,Benign,normal,train,7,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.0,60156,111,UDP,0.36036,0.004,2000,222000,1,1,8,888,111,64,0,Benign,normal,train,7,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,23262,80,TCP,0.857914,1.012,31.620553,11711.462451,69.125,253.063079,32,11852,370.375,457.924048,0,Benign,normal,train,7,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,48569,21,TCP,0.588423,0.239,167.364017,10481.171548,10.475,15.989039,40,2505,62.625,0,0,Benign,normal,train,7,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.5,17533,6881,TCP,0.976951,5.388,122.865627,104148.106904,19.277946,40.156432,662,561150,847.65861,582.015425,0,Benign,normal,train,7,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.0,64552,62654,TCP,0.898214,0.11,745.454545,227036.363636,2,4,82,24974,304.560976,457.501352,0,Benign,normal,train,7,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,6449,80,TCP,0.857914,1.341,23.862789,8838.180462,91.5,297.026514,32,11852,370.375,457.924048,0,Benign,normal,train,7,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,26546,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,7,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,7381,2308,UDP,0.358491,0.001,8000,848000,0,0,8,848,106,55.425626,0,Benign,normal,train,7,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.5,42485,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,7,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,37108,13514,TCP,0.917609,0.026,3769.230769,1388307.692308,0,0.714286,98,36096,368.326531,518.182154,0,Benign,normal,train,7,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,17259,15423,TCP,0.923607,0.06,1900,739600,0,1,114,44376,389.263158,515.619213,0,Benign,normal,train,7,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,55314,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,7,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,63876,9016,TCP,0.918615,0.017,6235.294118,2299882.352941,0,0,106,39098,368.849057,501.451187,0,Benign,normal,train,7,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.0,47036,33581,TCP,0.937544,0.122,1196.721311,556196.721311,1,2,146,67856,464.767123,543.986252,0,Benign,normal,train,7,28,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.11,175.45.176.1,53,60986,UDP,0,0.001,1000,83000,0,0,1,83,83,0,0,Benign,normal,train,7,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,10627,38429,UDP,0.361905,0.073,109.589041,11506.849315,13,20.579116,8,840,105,55.425626,0,Benign,normal,train,7,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.9,39159,5190,TCP,0.540338,0.004,9000,799500,0,0,36,3198,88.833333,77.328225,0,Benign,normal,train,7,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,45253,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,7,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.1,24783,80,TCP,0.44206,0.02,900,93200,2,4,18,1864,103.555556,103.539341,0,Benign,normal,train,7,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,15350,5190,TCP,0.540338,0.004,9000,799500,0,0,36,3198,88.833333,77.328225,0,Benign,normal,train,7,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.0,4711,21,TCP,0.955446,0.001,4000,202000,0,0,4,202,50.5,0,0,Benign,normal,train,7,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,11671,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,7,36,0,,,NF-UNSW-NB15-v3-Benign
