src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.4,149.171.126.8,51925,6881,TCP,0.976727,3.927,217.9781,184346.829641,10.579439,178.49328,856,723930,845.712617,582.323843,0,Benign,normal,train,8,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,25019,21,TCP,0.5846,5.995,15.846539,998.665555,121.105263,231.111933,95,5987,63.021053,0,0,Benign,normal,train,8,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.8,64780,18668,TCP,0.894714,0.079,987.341772,293113.924051,1,2.56205,78,23156,296.871795,462.430477,0,Benign,normal,train,8,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.9,55426,6881,TCP,0.976227,2.882,232.477446,194852.879944,9.922388,136.236986,670,561566,838.158209,583.180543,0,Benign,normal,train,8,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,37028,45947,TCP,0.936287,0.032,4562.5,2070812.5,0,0,146,66266,453.876712,551.006084,0,Benign,normal,train,8,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.5,15989,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,8,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,36164,25,TCP,0.078589,0.99,90.909091,40769.69697,23.044444,46.085165,90,40362,448.466667,529.239061,0,Benign,normal,train,8,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,59967,20750,TCP,0.394602,0.005,7200,1244800,0,0,36,6224,172.888889,163.710072,0,Benign,normal,train,8,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.2,20222,21,TCP,0.608943,0.002,10000,615000,0,0,20,1230,61.5,0,0,Benign,normal,train,8,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.4,52499,5186,TCP,0.911339,0.037,2972.972973,1038270.27027,0,1,110,38416,349.236364,494.831309,0,Benign,normal,train,8,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,15693,53,UDP,0.549383,0.001,4000,324000,0,0,4,324,81,0,0,Benign,normal,train,8,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.0,4762,53,UDP,0.554795,0.001,4000,292000,0,0,4,292,73,0,0,Benign,normal,train,8,11,0,,,NF-UNSW-NB15-v3-Benign
